name,weighted_gate_count,depth,entanglement_metric,magic_metric,num_qubits,mul_qb_gate_density
ae_indep_qiskit_130.qasm,1.5269040260551447,0.9071815321518503,1.9096574544725085,0.7084441833433067,1.0000000000000002,0.2208856446090305
ae_indep_qiskit_20.qasm,-0.07490254894746151,-0.005393161765447334,0.0310639051777333,0.4344617965414966,0.10569105691056913,0.24108758187108092
cutbell_n30_k6.qasm,-1.5164970180321995,-1.7385116401861365,-0.9331951608089558,-2.200022639524579,0.1869918699186992,0.16946253157835672
dj_indep_qiskit_130.qasm,-0.30932655725401004,0.06445568276165509,0.6136243875854639,0.22182902574362112,1.0000000000000002,0.0
dj_indep_qiskit_15.qasm,-1.3038661112487082,-0.9120654723827791,-0.8806096344761086,0.061823702200005215,0.06504065040650407,0.13575662555825124
dj_indep_qiskit_30.qasm,-0.980042341595161,-0.610701742028204,-0.39573136966705813,0.09803200857285406,0.1869918699186992,0.06500933323480064
ghz_indep_qiskit_100.qasm,-0.5045476607231552,-0.06308042779609728,-0.9006819342989919,-2.200022639524579,0.7560975609756099,0.006545090450483789
ghz_indep_qiskit_130.qasm,-0.3855669081919578,0.060832491134873545,-0.810387183111281,-2.200022639524579,1.0000000000000002,0.00016440917966087376
ghz_indep_qiskit_15.qasm,-1.378921738494162,-0.9409499159956646,-1.5679548733253657,-2.200022639524579,0.06504065040650407,0.14558751481411536
ghz_indep_qiskit_30.qasm,-1.0549549838609653,-0.6258283268839312,-1.3195303780158276,-2.200022639524579,0.1869918699186992,0.06780116987255468
graphstate_indep_qiskit_15.qasm,-1.319754505546406,-1.164881924476973,-1.107453453540003,-2.200022639524579,0.06504065040650407,0.26496259863532234
groundstate_large_indep_qiskit_14.qasm,-0.29153491480224625,-0.4699285851608951,-0.1439433026307598,0.28808452874597074,0.05691056910569106,0.8446257963531831
grover-noancilla_indep_qiskit_11.qasm,2.5097672163991254,3.0968314543437803,2.0646266836652094,0.8970267712364388,0.03252032520325204,0.2388254128020726
grover-noancilla_indep_qiskit_7.qasm,0.6085289112518328,1.084933174601422,0.3930289270193177,0.5219128038868642,0.0,0.38483533150957144
grover-v-chain_indep_qiskit_17.qasm,2.328711808827384,2.9074548346510927,1.9434863504249633,0.8611759578850433,0.08130081300813008,0.14690034964920212
grover-v-chain_indep_qiskit_7.qasm,-0.030391088197072095,0.4071723507777466,-0.14619996365402388,0.39644656668825273,0.0,0.3771764359942976
portfolioqaoa_indep_qiskit_10.qasm,-0.24371623633182432,-0.4699285851608951,-0.35165328375868415,0.4155269774346508,0.024390243902439032,0.87793977323352
portfolioqaoa_indep_qiskit_17.qasm,0.24516453683354356,-0.23099985528654138,0.19363349364427457,0.5048840761452424,0.08130081300813008,0.9469137817040765
portfoliovqe_indep_qiskit_10.qasm,-0.4221591940067082,-0.4811396295396686,-0.35165328375868415,0.28372753432915343,0.024390243902439032,0.8993559012280223
portfoliovqe_indep_qiskit_18.qasm,0.1171359020437417,-0.2112819765294885,0.2522568887603979,0.33621727813007996,0.0894308943089431,0.9657266042019751
pricingcall_indep_qiskit_17.qasm,0.25678330476454425,0.7937332515379517,-0.1439433026307598,0.4866299013533094,0.08130081300813008,0.07184433381520967
qaoa_indep_qiskit_16.qasm,-0.8318113035242932,-1.1194716368446942,-0.7122500019236341,0.3256991739693989,0.07317073170731708,0.4993718541387833
qftentangled_indep_qiskit_15.qasm,-0.2776079086259625,-0.5960406651751603,-0.26938550716859766,0.3699099062768684,0.06504065040650407,0.7077356368085264
qftentangled_indep_qiskit_30.qasm,0.3156931045834458,-0.2879568318365748,0.4196880732172455,0.4968406018666375,0.1869918699186992,0.704566081913418
qft_indep_qiskit_130.qasm,1.5105320199007435,0.3892586842873255,1.9058472292478867,0.6863538355343841,1.0000000000000002,0.6919686455911799
qft_indep_qiskit_15.qasm,-0.311046504476314,-0.6258283268839312,-0.2770516877816702,0.3699099062768684,0.06504065040650407,0.6685273981341124
qft_indep_qiskit_30.qasm,0.297509330292151,-0.3033274358540472,0.4175985557033473,0.4968406018666375,0.1869918699186992,0.6829710888682701
qnn_indep_qiskit_20.qasm,0.5942043763979179,0.2503643330202479,0.459635942767177,0.3456260429147231,0.10569105691056913,0.5507281839057809
qpeexact_indep_qiskit_100.qasm,1.316625819130392,0.45401892374722574,1.638396596740746,0.6776941064333818,0.7560975609756099,0.457463904371888
qpeexact_indep_qiskit_30.qasm,0.2963600879044574,-0.1341722873847308,0.41644021611616444,0.4964977965651497,0.1869918699186992,0.4702328577117885
shor_15_4_indep_qiskit_18.qasm,1.5562319091455508,1.89961585800031,1.173409237824961,0.7202373371320361,0.0894308943089431,0.18829410793826476
twolocalrandom_indep_qiskit_30.qasm,0.5821634964857868,0.02692073811451144,0.7757070227593947,0.3818343492878572,0.1869918699186992,1.0
vqe_indep_qiskit_16.qasm,-0.9916013852354775,-0.8113878035074837,-1.3079655186174814,0.2974932935306108,0.07317073170731708,0.2342661485098691
wstate_indep_qiskit_130.qasm,-0.055365105436091855,0.3892586842873255,-0.5739334136129149,0.4501911415067866,1.0000000000000002,0.00024755864983418835
wstate_indep_qiskit_15.qasm,-1.0523953021357553,-0.6258283268839312,-1.331501103828086,0.25187622237285967,0.06504065040650407,0.1509786476318473
wstate_indep_qiskit_30.qasm,-0.7263065333498204,-0.3033274358540472,-1.0830766085179175,0.3169084093769884,0.1869918699186992,0.0692657399120322
